id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
189288,Townhouse Altenescher Weg,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.538143284261295,13.455527819831657,Entire home/apt,100,3,63,2018-10-19,0.79,2,325
189596,Mitte Miniloft apartment w. terrace,914711,Jon,Mitte,Brunnenstr. Süd,52.53046410409004,13.398893490862635,Entire home/apt,80,4,79,2016-05-06,0.9,1,0
190448,Modernes Studioapartment Berlin,920085,Ursula,Neukölln,Buckow Nord,52.44148568338185,13.46192775672965,Entire home/apt,50,2,3,2018-09-23,0.04,2,242
191023,2-Room-Apartment in Berlin-Mitte,923408,Anne,Mitte,Alexanderplatz,52.51178126319938,13.407514094169713,Private room,49,1,40,2018-08-16,0.75,1,0
192050,Perfect for 5 + WLAN near (URL HIDDEN),929861,Mandy,Pankow,Pankow Süd,52.57240900194288,13.421871279754898,Entire home/apt,55,120,25,2018-09-02,0.3,2,105
192052,studio apartment in mitte (N° 1),929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.52940390732017,13.39327420282074,Entire home/apt,79,2,212,2018-04-30,2.44,3,6
192103,studio apartment in mitte (N° 2),929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.52957871113231,13.391711340752158,Entire home/apt,75,2,253,2018-06-19,2.94,3,0
192499,FILMSALON,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4936479305933,13.421148882821424,Private room,49,2,398,2018-10-29,4.51,2,140
193625,perfect spot/place in Down Town :-),939077,Rob,Mitte,Alexanderplatz,52.527619309111245,13.388895101155162,Private room,38,3,341,2018-11-06,3.92,1,43
194374,Cottage in the city with garden,943996,Monika,Lichtenberg,Karlshorst,52.4773901588172,13.507936941497189,Entire home/apt,65,3,33,2018-08-20,0.4,6,328
194465,Beautiful Loft-Studio with garden,944530,Christian And Verónica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.520442263765545,13.444983885777429,Private room,75,3,132,2018-11-04,1.54,1,301
194546,Central modern 2-room flat in Mitte,944961,Veli,Mitte,Alexanderplatz,52.50604469012276,13.417929178855122,Entire home/apt,75,4,90,2018-10-24,1.12,2,62
194694,a light from heaven & an old school,945655,M,Lichtenberg,Alt-Lichtenberg,52.51244743327123,13.492144696962328,Private room,38,3,101,2018-10-24,1.17,2,142
195467,Obere Etage im Haus.,889228,Jacqueline,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49420770930038,13.468728177198354,Private room,89,2,6,2018-05-20,0.28,1,338
196149,Best location in Berlin-Mitte /WIFI,954669,Martin,Mitte,Brunnenstr. Süd,52.53092443537318,13.403572311247895,Entire home/apt,74,2,301,2018-10-29,4.48,1,66
196285,Studio-apt Kreuzberg: central/cozy,955509,Karsten,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49689827689657,13.423479701611663,Entire home/apt,50,3,92,2015-05-26,1.06,3,0
197291,"App. w garden, firepl. a. whirlpool",1311026,Volker,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58088569648626,13.443772840039305,Entire home/apt,120,1,27,2018-09-30,0.31,1,352
198584,"Oriental Style Room, Kudamm / Zoo",969532,Wendy,Charlottenburg-Wilm.,Düsseldorfer Straße,52.498889160288,13.323856192126888,Private room,38,7,9,2018-09-10,0.2,2,321
198896,A lovely luminous room...,971540,Jean-Baptiste,Tempelhof - Schöneberg,Schöneberg-Süd,52.4808799803706,13.354502530986752,Private room,25,1,10,2016-07-13,0.13,1,0
200125,TOP apartment in art nouveau villa,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.437369993196064,13.22265649355244,Entire home/apt,89,4,0,,,1,55
201224,very charming central apartment....,984036,Rene,Mitte,Tiergarten Süd,52.504484788621085,13.35903344819543,Entire home/apt,88,3,189,2018-10-21,2.31,1,133
203634,Outstanding penthouse in Prenz Berg,998898,Dimitry,Pankow,Helmholtzplatz,52.54301025680194,13.415250690082251,Entire home/apt,125,4,110,2018-10-02,1.29,1,97
204609,"Bright room in 1870s-building, nice neighbourhood",893138,Katja,Lichtenberg,Neu Lichtenberg,52.50521255445632,13.478590392843568,Private room,49,2,129,2018-10-16,1.49,1,21
204617,separates Mini-Appartement mit  Bad + WC,1004934,Angelika,Charlottenburg-Wilm.,Neue Kantstraße,52.50516591500461,13.2946603001323,Entire home/apt,50,1,2,2017-04-04,0.1,1,0
205296,4* apartment in quiet south Berlin,1009105,Gisela,Neukölln,Rudow,52.41234995666815,13.500314073056284,Entire home/apt,100,5,0,,,1,282
206021,"Nice sunny room ,Central area...you",467895,Ursula,Charlottenburg-Wilm.,Mierendorffplatz,52.52464160751246,13.299494362945726,Private room,35,3,5,2018-09-15,1.17,1,316
206454,Hot Spot Berlin-Mitte apartment!,358915,Diana,Mitte,Brunnenstr. Süd,52.53202563222981,13.40097022182888,Entire home/apt,70,3,22,2018-10-12,0.28,1,15
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.500417014749296,13.435778838381852,Entire home/apt,195,3,7,2018-11-01,0.46,1,0
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51274964636898,13.463579217360603,Entire home/apt,150,2,0,,,1,0
209649,Berlin Center – Charlottenburg Wilmersdorf,1033300,Thomas,Charlottenburg-Wilm.,Kantstraße,52.51079405546008,13.302161703740412,Private room,200,7,31,2018-10-31,0.35,1,323
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.5229757133339,13.33415700339061,Entire home/apt,165,3,245,2018-11-02,2.82,1,295
212348,2 Zimmer mit Balkon in Friedrichshain,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50811452975861,13.463255814311047,Private room,55,2,0,,,1,26
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.5207625967276,13.381918709025594,Private room,35,1,161,2018-11-03,1.9,1,326
214518,Chimaysaberlin B&B Front Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.519934247472754,13.3005575479819,Private room,51,1,7,2018-10-11,0.09,2,291
214784,Charming Room in a beautiful flat,1108996,Alexandra,Neukölln,Reuterstraße,52.490044361012735,13.426967298411418,Private room,35,2,189,2018-10-24,2.17,1,64
214855,dnb-berlin - private room,706845,Anna,Mitte,Tiergarten Süd,52.50183956508407,13.354646685641049,Private room,45,3,195,2018-10-13,2.48,1,129
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.52470399077788,13.299557839037416,Entire home/apt,60,30,16,2018-08-31,0.24,1,276
220808,bright room in three-room apartment,1145078,Antonie,Steglitz - Zehlendorf,Ostpreußendamm,52.43010435885503,13.32693121803587,Private room,45,2,29,2018-10-31,0.39,1,328
221015,clean calm cosy central apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54062967749624,13.351473944161675,Entire home/apt,75,1,413,2018-11-03,4.78,2,107
222784,"Queit-central-balcony-WiFi, lease - min 2 months",1156924,Kelly,Mitte,Moabit West,52.529803443196,13.340366691280757,Entire home/apt,69,60,195,2018-08-31,2.32,1,339
223622,1 bedroom in Berlin Friedrichshain,913422,Kathrin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51502989645929,13.443848522015694,Entire home/apt,45,2,6,2017-01-02,0.08,1,0
226925,Appartement Dressler at lake Seddin,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37878080449927,13.652787226696123,Entire home/apt,50,2,2,2018-11-05,0.05,4,113
227072,"Cosy and huge family place, 1184sf",1093451,Julia,Mitte,Brunnenstr. Süd,52.53601083929215,13.405435238730051,Entire home/apt,110,5,29,2018-09-22,0.34,1,3
228964,super Wohnung MITTEndrin!,1195025,Behnam,Mitte,Alexanderplatz,52.52437689318986,13.407359613120262,Private room,95,1,19,2018-10-09,0.5,2,355
229075,Sun-drenched three-room-apartment,1195776,Cornelia Und Claudia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49435563389957,13.429129386130754,Entire home/apt,75,14,41,2018-10-03,0.48,1,136
229099,Nice room near airport Berlin SXF,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.40354899284034,13.53373111737312,Private room,30,1,200,2018-06-29,2.43,1,311
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.51992057425589,13.341492658563284,Entire home/apt,65,5,51,2018-11-03,0.6,2,311
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.52207220205808,13.34352668268552,Entire home/apt,65,4,35,2018-08-01,0.48,2,276
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.52833799965169,13.406337450495052,Private room,46,3,106,2018-11-04,1.23,1,236
230611,4 bedroom holiday house Berlin,1205340,Christine,Tempelhof - Schöneberg,Lichtenrade,52.392687726133005,13.391632552317796,Entire home/apt,65,60,7,2015-12-18,0.09,1,104
230824,Bright & Roomy in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.506840814433545,13.470117582270042,Private room,28,1,130,2018-10-24,1.56,3,93
231220,"1 Room Apartment, Charlottenburg",1209193,Michael,Charlottenburg-Wilm.,Westend,52.51190027747297,13.284742775886706,Entire home/apt,30,60,18,2018-09-02,0.23,1,221
231598,Apartment Berlin,1210839,Maria Teresa,Tempelhof - Schöneberg,Schöneberg-Nord,52.491763485978296,13.351436302461568,Entire home/apt,49,60,62,2018-09-16,0.76,1,220
231853,"Bright, quiet and spacious two-room",1212435,Stefan,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50181659449092,13.429231761295595,Entire home/apt,55,60,7,2015-12-01,0.1,1,107
233083,2-bed-loft-dwelling designers flat,1219893,Katharina,Charlottenburg-Wilm.,Neue Kantstraße,52.50397219242038,13.295973011618043,Entire home/apt,98,60,36,2018-08-11,0.43,1,211
233453,Pretty room in Neukölln/Sonnenallee,1221935,Anne,Neukölln,Reuterstraße,52.48417093894849,13.437282187018786,Private room,32,2,30,2013-11-20,0.35,1,251
233770,Holiday apartment in Berlin's Green,1224097,Bernhard,Marzahn - Hellersdorf,Mahlsdorf,52.47587685980947,13.607608178539031,Entire home/apt,55,2,15,2018-09-16,0.26,1,345
235766,Sunny Apartment Balcony on Park,1235665,Mark,Mitte,Brunnenstr. Süd,52.53388173529453,13.401050819817424,Entire home/apt,39,120,42,2016-03-25,0.52,1,359
236509,"Berlin City Center, Great Vista",1240004,Georg,Mitte,Alexanderplatz,52.51578831180304,13.41854931265548,Entire home/apt,82,90,39,2018-06-08,0.45,2,244
236552,Typical Berlin Alt-bau in Kreuzberg,1240184,Jessica,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497308494374,13.429808382656528,Private room,46,1,277,2018-10-29,3.21,1,79
237038,A lovely room in the Mitte - Berlin,253136,Peter,Mitte,Regierungsviertel,52.511045684345866,13.381400737088446,Private room,60,2,127,2018-10-23,1.48,3,103
237359,"Sweet Home , romantic apartment",1244725,Jutta,Reinickendorf,West 5,52.58796884506984,13.278397055604987,Entire home/apt,60,5,3,2018-05-25,0.06,1,212
237670,Apartment Burde 2,920085,Ursula,Neukölln,Buckow Nord,52.44141610069692,13.46075330523135,Entire home/apt,43,2,5,2018-10-23,0.13,2,277
238275,Baroqueapartment with loftcharacter,1249583,Alexander,Mitte,Alexanderplatz,52.52465725000481,13.403457842597032,Entire home/apt,85,8,7,2016-12-30,0.09,1,307
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.5321411985643,13.415193972599369,Entire home/apt,60,3,373,2018-10-31,4.38,2,91
238569,Nice bright flat near Mauerpark,1250911,May,Pankow,Prenzlauer Berg Nordwest,52.55049051460124,13.404158902385293,Private room,58,4,80,2018-05-22,0.96,1,271
239139,"Central, Berlin Mitte, 4 Pers.",1254352,Jana,Mitte,Brunnenstr. Süd,52.53624688585295,13.39794951411197,Private room,55,90,101,2018-08-13,1.19,2,191
239314,Comfortable Room in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50583363964932,13.470255918977944,Private room,30,1,55,2018-07-12,0.67,3,27
240169,"Berlin, Neukölln, Room B",1259589,Alexine,Neukölln,Rixdorf,52.479170437611366,13.437874284970372,Private room,31,3,146,2018-10-14,4.33,3,0
240735,I want Berlin!,1262812,Heike,Marzahn - Hellersdorf,Biesdorf,52.49957828921166,13.557983046191426,Private room,35,5,16,2018-07-07,0.2,2,159
242366,Chic 2 room apartment  Berlin Mitte,1003245,Maryna,Mitte,Moabit Ost,52.52386780579637,13.35780729845326,Entire home/apt,45,2,105,2018-10-12,1.37,1,232
242794,Elegant renovated apartment 72 m2,1274606,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51487095989102,13.45561448958188,Entire home/apt,100,4,42,2018-09-29,0.53,1,274
242908,Holiday Apartment in Berlin Wannsee with balcony,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41557846341741,13.164177682274188,Entire home/apt,95,5,0,,,2,304
242927,Holiday Rental in Berlin Wannsee with small garden,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41580605640964,13.164464301716835,Entire home/apt,95,5,1,2018-05-08,0.16,2,272
242978,Exclusive one-bedroom apartment,1275576,Thomas,Mitte,Moabit West,52.52803899815502,13.33020950403227,Entire home/apt,63,2,73,2018-10-22,1.02,6,251
243057,"rooftop-apartement ""Blueberry Hill""  Berlin center",1275795,Arne & Ute,Mitte,Moabit West,52.53067177517643,13.335319849326703,Entire home/apt,175,2,24,2018-10-12,0.55,1,362
243063,Holiday apartment in Berlin Mitte,1275846,Anna,Mitte,Brunnenstr. Süd,52.52850021063429,13.390670051625648,Entire home/apt,130,1,179,2018-10-11,2.31,2,44
243081,"Living with style, apartment 2",1275846,Anna,Mitte,Brunnenstr. Süd,52.52930033581392,13.39084305411708,Entire home/apt,120,1,150,2018-10-12,1.9,2,81
243238,Blue Jewel in Green Borough,1276585,Katharina,Treptow - Köpenick,Johannisthal,52.44595823727052,13.497777517486083,Entire home/apt,64,2,69,2018-11-04,1.53,1,325
244425,11th-Floor near KaDeWe!! -in Berlin,1282150,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.50040186218021,13.345326956497406,Entire home/apt,55,90,163,2018-02-18,1.92,4,304
244924,sunny 2-room appartment in Berlin ,933872,Johanna,Tempelhof - Schöneberg,Schöneberg-Süd,52.48504389136357,13.360035335647384,Private room,29,1,62,2018-10-26,0.73,1,349
245744,Apartment in central Berlin,1289259,Martina,Mitte,Regierungsviertel,52.52198360873712,13.390592110573774,Entire home/apt,150,3,104,2018-10-09,1.27,1,302
245809,2-bedroom apartment Prenzlauer Berg,1289393,Hille,Pankow,Prenzlauer Berg Nord,52.54401213473802,13.43987378457797,Entire home/apt,76,2,32,2018-10-20,0.42,2,311
245827,2-bedroom apartment Gendarmenmarkt,1289393,Hille,Mitte,Regierungsviertel,52.511546822569706,13.400528244169935,Entire home/apt,79,2,67,2018-10-08,0.92,2,291
245991,World stroller's club 2,1290112,Wolfhard,Reinickendorf,West 2,52.58422265071105,13.231135335147542,Entire home/apt,23,30,3,2018-10-14,0.05,2,0
246007,World stroller's club 1,1290112,Wolfhard,Reinickendorf,West 2,52.58202746702554,13.230722251838973,Entire home/apt,19,30,6,2017-02-01,0.08,2,129
248192,Adorable apartment in the City Center of Berlin,662565,Gisella,Tempelhof - Schöneberg,Schöneberg-Nord,52.49781992378068,13.347333100731296,Entire home/apt,49,1,119,2018-10-18,1.49,6,243
248375,Culture and shopping,1301421,Alexander,Charlottenburg-Wilm.,Kantstraße,52.50822824821179,13.3118383137475,Private room,45,14,12,2018-10-02,0.15,3,0
249220,1 room in an apartment in Berlin ,1305769,Laurence,Charlottenburg-Wilm.,Barstraße,52.48158635380173,13.31363801729039,Private room,45,2,5,2016-07-21,0.12,1,0
249419,Studio to feel good Prenzlauerberg!,1306624,Au,Pankow,Helmholtzplatz,52.54300023226586,13.424867612774582,Entire home/apt,91,3,148,2018-10-16,1.78,1,311
250007,Exotic holiday apartment in Berlin,1310272,Jörg Und Sara,Tempelhof - Schöneberg,Schöneberg-Nord,52.4948746989508,13.35171087023955,Entire home/apt,69,2,114,2018-10-07,1.49,1,211
250023,Family- Apartment am KaDeWe 2,1310277,Claudia,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49771085347568,13.336256129147833,Entire home/apt,70,90,44,2018-09-23,0.56,1,270
250067,Great 2bd apt perfect for a couple,1310454,Andrea,Neukölln,Reuterstraße,52.48514348949563,13.443860405079963,Entire home/apt,55,4,3,2015-06-10,0.04,1,0
250121,Cosy single room,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53137274624412,13.408128617005575,Private room,45,3,6,2015-01-11,0.08,4,310
250138,Nice double room,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53098335204725,13.406989746683925,Private room,50,7,3,2012-07-17,0.04,4,310
250171,Great Double bedroom,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53026794775352,13.40789141195877,Private room,55,3,8,2017-01-04,0.1,4,279
250253,Apartment: Luise in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51874220456371,13.30645992534407,Entire home/apt,93,3,14,2018-09-07,0.26,4,236
250376,142 m² = 1530 ft² ♥LOFT♥ROOMS in Friedrichshain,1312190,Davide,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512132273142285,13.452285824669955,Private room,175,2,94,2018-08-02,1.13,2,158
250684,Lovely four bedroom,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.52997409417848,13.407796644730958,Private room,95,3,14,2018-10-14,0.18,4,319
250687,Apollo Apartments 1,1310866,Ashraf,Tempelhof - Schöneberg,Schöneberg-Süd,52.48492592550737,13.360527884010908,Entire home/apt,52,3,28,2018-10-19,0.36,2,0
250704,Holiday Apartment with Garden,1314462,Otto,Tempelhof - Schöneberg,Marienfelde,52.422980853318,13.375285163818573,Entire home/apt,59,3,18,2018-10-13,0.32,1,309
250707,Apartment: Friederike in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51851396171647,13.308385637166635,Entire home/apt,58,3,4,2016-12-07,0.06,4,238
250729,Apartment: Grazer Gärten in Berlin,1311309,Ute,Tempelhof - Schöneberg,Friedenau,52.46903798906477,13.347680742264842,Entire home/apt,72,3,1,2017-03-06,0.05,4,283
250753,Apartment: Großer Kurfürst,1311309,Ute,Mitte,Tiergarten Süd,52.50026036393858,13.364660230943686,Entire home/apt,95,3,7,2018-10-23,0.65,4,211
251398,Modern Room in a nice Environment,1318500,Renate,Spandau,Heerstraße Nord,52.51604140777268,13.17573476978597,Private room,40,1,26,2018-10-21,0.34,1,322
251548,Beautiful Apartment 14m2 Terrace in KREUZBERG,1003174,Enis,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4987083415991,13.425127970630784,Entire home/apt,55,1,30,2018-09-17,0.36,1,35
252664,COZY ROOFTOP APARTM.| QUIET&CENTRAL,1326442,Berliner,Mitte,Brunnenstr. Nord,52.53935111354191,13.391105203549234,Entire home/apt,79,2,51,2018-10-14,0.6,1,308
252699,*** modern-cozy-design apartment ,1326695,Stina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51461465918752,13.450330136092056,Entire home/apt,56,60,2,2015-03-09,0.02,1,290
252933,Room vibrant but cozy Schoeneberg,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49838863133127,13.350093297874128,Private room,32,2,111,2018-10-17,1.49,1,251
252967,Pension am Traveplatz Zimmer 1,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51144118745294,13.47145543259036,Private room,32,2,40,2018-10-14,0.5,3,279
252993,Pension am Traveplatz Zimmer 2,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51206994915768,13.471651967995689,Private room,32,2,131,2018-11-03,1.68,3,146
253005,Pension am Traveplatz Zimmer 3,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51122421669525,13.47062243909013,Private room,28,2,30,2018-10-29,0.36,3,304
253128,Studion Apartment in Kreuzkölln,1329012,Bea,Neukölln,Reuterstraße,52.49114251607383,13.428309945009278,Private room,49,3,63,2018-10-28,1.18,2,35
254576,Chalet at Kurfürstendamm citycenter,1337197,Angelika,Charlottenburg-Wilm.,Neue Kantstraße,52.50279670290972,13.303741341396725,Entire home/apt,70,91,6,2018-08-27,0.13,1,190
254762,Cosy StudioFlat in trendy Kreuzberg,1171000,Bernardo,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503229927028094,13.43322133745332,Entire home/apt,80,93,95,2018-07-22,1.11,3,97
254788,Cosy Flat in Kreuzberg 36!,1171000,Bernardo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49767581546101,13.413139592353671,Entire home/apt,75,93,99,2016-04-25,1.2,3,305
255557,Cosy studio FridayBerlin for you,1343263,Agnieszka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508981919092825,13.466488478543468,Entire home/apt,55,3,112,2018-11-04,1.45,1,44
